hydrogen_percentage,fuel_cell_age_years,fuel_cell_efficiency,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,cargo_volume_liters,top_speed_kmph,total_power_kw,total_torque_nm,range_in_km
55.57,2.48,59.04,hot,4.36,102.19,0.22,no,sport,AWD,1815.68,234.43,160.31,724.99,523.81
20.89,7.19,48.56,hot,-2.75,43.86,0.37,yes,normal,AWD,1966.69,183.03,103.74,977.81,428.48
33.46,6.9,50.36,cold,-0.52,44.03,0.9,no,normal,AWD,1489.67,192.01,106.89,735.63,471.11
48.37,9.14,51.16,hot,-3.96,42.81,0.85,no,sport,RWD,702.69,210.88,125.42,907.75,485.48
84.95,5.01,46.89,mild,2.1,78.2,0.07,yes,sport,RWD,1178.56,225.7,180.23,271.12,602.99
34.05,2.34,50.34,hot,-4.65,77.79,0.9,no,eco,FWD,1211.14,273.88,96.35,974.73,518.24
96.53,8.57,51.6,hot,3.18,117.42,0.7,no,sport,AWD,445.84,166.84,203.11,214.93,570.22
78.47,8.85,53.67,mild,2.8,116.47,0.49,no,sport,RWD,1468.47,251.48,243.08,680.7,563.0
32.24,5.22,49.83,hot,1.39,85.1,0.6,yes,eco,AWD,1585.51,295.53,226.56,453.83,534.0
60.98,12.43,59.09,hot,3.88,37.25,0.61,no,sport,AWD,1775.62,225.56,77.49,800.66,462.44
45.52,10.76,49.43,cold,-0.61,67.18,0.26,no,eco,FWD,1271.68,222.23,189.35,259.98,582.95
37.86,3.02,59.79,mild,0.91,112.11,0.19,no,sport,FWD,911.66,156.25,119.7,916.22,528.14
77.34,8.02,49.73,hot,-2.12,41.33,0.59,no,sport,FWD,910.57,206.02,244.46,784.07,606.57
99.44,1.58,50.14,cold,4.11,89.31,0.65,no,normal,FWD,1332.54,274.79,121.03,257.93,602.55
77.69,10.42,57.83,cold,2.01,44.51,0.27,yes,eco,AWD,282.45,257.11,187.7,796.06,632.94
52.65,7.99,51.7,hot,1.3,109.57,0.81,yes,eco,AWD,1874.94,295.24,99.04,811.41,427.62
16.88,14.46,44.42,hot,2.6,68.4,0.08,no,normal,RWD,111.09,220.56,87.54,672.0,480.62
88.83,7.64,59.63,cold,1.6,113.99,0.37,yes,sport,FWD,1880.4,220.63,199.7,352.54,535.24
60.6,1.14,61.4,mild,-3.43,28.24,0.07,no,eco,RWD,1934.67,170.92,148.5,942.44,619.09
64.05,0.26,54.9,cold,4.83,108.01,0.29,yes,sport,FWD,837.15,201.93,118.49,359.07,498.45
67.55,10.89,51.58,cold,-0.87,101.89,0.75,yes,sport,RWD,1122.92,244.04,138.02,598.54,479.21
74.83,7.46,52.91,cold,3.82,31.74,0.87,yes,normal,RWD,1970.27,263.38,242.98,467.69,549.08
24.14,13.98,43.22,cold,4.42,46.15,0.82,yes,eco,RWD,1887.86,262.35,156.31,165.59,398.87
73.8,4.86,57.41,cold,0.72,57.65,0.66,yes,sport,AWD,657.36,195.28,80.04,419.91,550.24
82.93,5.13,44.35,cold,3.91,35.37,0.12,no,normal,AWD,412.0,244.64,132.65,338.28,588.76
30.34,7.81,58.38,cold,1.03,89.58,0.88,yes,eco,RWD,503.69,163.41,89.44,810.96,495.36
39.01,8.74,61.79,cold,-3.56,113.0,0.43,yes,eco,AWD,1674.64,295.86,240.91,619.53,495.08
62.88,8.57,54.56,hot,-0.68,84.5,0.01,no,eco,FWD,580.37,249.33,201.44,819.35,639.32
28.22,13.53,56.07,cold,1.43,54.96,0.63,yes,eco,FWD,1666.86,284.66,223.51,649.64,503.6
50.85,12.06,57.95,mild,-0.58,116.33,0.73,no,sport,FWD,1783.78,286.31,65.84,609.96,401.08
57.53,14.3,45.67,cold,3.07,81.93,0.08,yes,normal,AWD,848.19,282.05,179.27,833.28,513.47
41.7,1.17,52.9,hot,-3.12,99.93,0.61,yes,sport,RWD,1684.67,151.68,104.19,706.88,439.87
10.88,12.96,64.15,hot,-3.16,99.79,0.03,yes,sport,RWD,1045.9,177.21,240.15,622.28,498.6
30.54,1.21,40.67,cold,4.35,59.51,0.93,no,eco,AWD,460.14,215.89,134.26,614.17,513.88
89.39,8.3,53.42,mild,-3.74,89.63,0.41,no,normal,RWD,1395.98,233.78,139.39,481.14,574.65
79.69,1.5,44.23,cold,-1.61,55.51,0.97,yes,sport,AWD,1451.95,171.56,238.14,220.21,578.03
13.12,7.38,58.79,mild,-0.25,92.41,0.96,yes,eco,RWD,336.94,215.42,180.96,409.03,514.15
58.11,7.7,50.65,mild,-1.84,67.4,0.64,no,normal,AWD,1250.81,195.87,184.77,981.21,580.8
25.23,11.89,44.22,hot,0.11,74.77,0.29,yes,normal,RWD,752.52,238.31,80.36,268.2,436.53
65.88,8.4,58.66,mild,4.47,98.55,0.16,no,eco,FWD,699.8,163.92,244.48,907.6,645.59
96.75,4.46,57.48,hot,-4.33,54.54,0.71,yes,normal,RWD,553.78,213.13,242.06,838.97,658.67
28.76,1.84,48.01,hot,1.41,90.65,1.0,yes,eco,AWD,1022.21,230.3,155.41,357.91,477.29
82.73,4.18,63.37,mild,-0.76,90.76,0.91,yes,eco,AWD,277.97,266.91,100.22,903.2,577.3
30.77,2.42,41.44,cold,-3.8,94.42,0.66,yes,normal,FWD,103.91,271.66,141.65,480.24,474.31
14.39,10.54,49.35,cold,4.43,23.59,0.98,no,normal,FWD,1121.3,187.61,146.87,885.67,436.07
15.57,11.85,60.14,cold,4.34,95.7,0.74,yes,normal,AWD,445.09,246.35,184.44,804.25,430.47
96.66,2.36,53.93,mild,-1.72,54.1,0.69,no,normal,FWD,323.81,272.66,209.04,714.95,708.35
56.2,5.7,52.78,mild,-2.26,28.43,0.6,no,eco,RWD,800.82,189.68,166.03,985.28,582.63
74.99,10.08,60.06,hot,0.14,92.94,0.06,no,eco,FWD,1542.01,292.39,217.75,766.32,660.68
59.75,1.59,50.78,hot,0.24,53.47,0.4,no,normal,RWD,1098.04,233.9,182.02,289.99,649.27
13.12,1.04,58.73,hot,-1.4,62.88,0.39,no,sport,AWD,1971.08,191.46,121.62,686.51,510.87
58.41,0.22,49.37,mild,-0.4,34.26,0.89,yes,normal,FWD,149.29,177.91,54.82,256.62,542.23
72.64,14.12,56.33,cold,-0.22,67.79,0.92,no,normal,FWD,977.43,292.43,181.59,635.25,580.23
48.36,4.32,41.47,mild,-4.19,42.08,0.18,no,eco,AWD,733.25,200.31,55.77,518.42,542.04
65.21,0.03,42.36,mild,-1.49,23.06,0.48,yes,sport,AWD,961.4,228.78,109.15,473.48,512.24
28.88,8.82,59.13,mild,2.24,48.21,0.29,no,eco,AWD,1177.18,270.7,54.2,238.94,511.67
84.1,2.78,63.71,mild,2.36,102.14,0.81,no,eco,AWD,269.58,241.4,140.31,370.23,633.61
69.37,14.6,54.31,cold,-4.77,22.61,0.14,no,normal,FWD,1243.7,173.66,138.0,107.33,548.51
27.45,8.94,63.19,cold,-0.73,49.46,0.43,yes,eco,AWD,1918.37,217.6,143.04,945.7,486.5
81.28,14.48,54.43,hot,-4.38,115.17,0.59,no,eco,FWD,1143.8,273.96,195.41,706.96,538.4
98.26,2.96,52.97,hot,1.65,109.74,0.68,yes,sport,AWD,1508.96,201.64,208.31,762.01,576.55
21.22,10.24,58.42,mild,-0.78,101.19,0.41,no,eco,AWD,704.87,289.97,82.27,878.29,477.52
61.08,12.98,56.17,mild,0.69,35.57,0.4,no,eco,RWD,1982.08,289.13,202.03,994.71,571.43
65.72,2.09,60.35,cold,-3.63,54.18,0.48,yes,normal,AWD,1585.07,239.15,137.16,758.31,574.4
83.35,6.73,57.59,cold,3.84,63.16,0.14,no,sport,AWD,1048.59,261.43,245.44,387.84,661.8
77.85,10.17,42.2,mild,3.32,115.45,0.08,yes,normal,FWD,320.56,242.36,96.62,541.85,479.54
17.28,5.18,51.5,mild,-2.0,70.23,0.66,no,sport,AWD,1590.46,298.98,84.85,328.47,459.88
21.07,10.95,58.0,mild,-3.08,55.12,0.78,yes,sport,RWD,478.56,202.45,63.77,389.9,397.17
94.49,14.78,46.26,mild,4.76,65.94,0.14,no,sport,FWD,1325.81,182.88,67.62,572.49,499.06
58.75,12.17,57.33,mild,2.8,100.51,0.81,yes,sport,FWD,1579.67,166.08,203.95,673.3,480.82
27.82,7.07,45.79,cold,4.23,89.89,0.75,yes,sport,FWD,792.01,180.32,223.3,177.3,464.93
81.93,9.17,54.11,hot,-2.45,53.63,0.64,yes,sport,FWD,1111.78,165.84,176.91,411.84,546.85
30.38,11.76,53.42,hot,3.66,92.09,0.36,yes,eco,AWD,341.3,163.08,219.87,306.79,507.85
73.48,5.87,57.14,hot,2.18,61.07,0.51,yes,sport,RWD,541.15,184.77,182.11,879.79,581.19
24.94,4.13,56.23,cold,4.84,91.15,0.89,no,normal,AWD,1167.67,215.64,193.13,270.0,490.57
48.9,8.38,48.98,mild,-2.37,80.65,0.09,no,eco,RWD,1513.41,264.78,72.47,924.35,514.31
82.69,4.05,45.83,hot,-1.62,43.09,0.36,yes,normal,AWD,997.32,258.24,53.88,788.2,525.28
30.91,9.74,46.72,hot,0.82,86.49,0.01,yes,sport,AWD,685.31,223.14,178.52,726.76,493.95
27.98,6.15,41.48,mild,1.71,116.31,0.09,yes,sport,RWD,1585.97,276.15,213.42,688.09,445.49
95.99,7.43,57.54,mild,4.18,87.32,0.75,yes,normal,AWD,384.59,185.83,185.18,405.8,604.76
45.68,6.55,49.28,mild,4.38,22.31,0.41,yes,normal,FWD,195.23,256.92,81.19,293.9,497.16
81.4,7.12,40.53,mild,0.31,94.77,0.75,yes,normal,FWD,1181.31,221.69,56.82,613.67,491.58
58.45,12.15,52.58,hot,-0.44,108.41,0.05,yes,sport,RWD,1741.95,287.29,177.13,780.86,506.95
66.27,3.92,45.19,hot,-3.08,35.36,0.13,no,normal,AWD,1314.5,208.05,151.42,968.51,575.94
50.56,0.22,59.0,hot,4.09,70.79,0.18,no,normal,AWD,204.89,164.61,127.92,778.63,611.26
34.5,8.37,43.22,cold,2.18,48.96,0.01,no,normal,RWD,1993.24,202.45,117.82,210.6,507.83
94.41,1.84,47.57,mild,-2.98,55.49,0.11,no,normal,RWD,1616.91,205.51,117.18,628.0,621.75
67.43,2.33,56.82,mild,-0.24,53.88,0.59,yes,sport,FWD,1865.97,156.89,74.02,217.78,521.25
71.77,8.26,50.01,mild,1.43,48.22,0.25,yes,eco,RWD,640.6,282.73,161.54,847.94,600.78
29.74,10.95,56.38,cold,-3.17,119.17,0.64,no,eco,AWD,608.4,259.81,55.57,128.43,436.59
69.87,3.71,40.72,mild,1.59,50.8,0.57,yes,normal,FWD,897.06,187.98,164.74,102.49,565.31
73.29,6.88,62.7,hot,-1.08,69.76,0.07,no,normal,FWD,1370.29,263.89,195.46,985.17,669.95
92.39,11.25,51.55,cold,-3.64,59.4,0.38,no,eco,RWD,1421.75,270.58,109.69,247.02,602.22
99.35,5.85,43.86,hot,3.26,102.42,0.22,no,sport,AWD,839.15,270.88,134.85,453.03,566.46
46.57,8.37,40.71,hot,1.41,119.29,0.72,yes,normal,AWD,174.03,176.03,82.96,578.48,415.26
44.93,13.34,61.26,cold,-3.04,112.54,0.86,no,normal,FWD,921.0,185.66,162.77,157.3,462.56
46.46,12.73,43.25,mild,-0.23,25.5,0.28,no,sport,RWD,904.29,279.47,245.14,881.02,550.88
66.25,3.51,48.98,mild,-4.27,61.19,0.57,no,sport,AWD,180.77,273.1,191.63,927.01,581.96
14.8,13.28,51.36,cold,1.72,98.82,0.91,yes,eco,AWD,1768.95,271.46,95.38,696.47,373.7
16.8,2.66,40.11,hot,4.35,83.93,0.35,no,normal,AWD,518.18,225.16,165.2,431.62,526.8
24.08,10.58,60.33,cold,-4.36,117.87,0.82,no,eco,FWD,1250.14,158.47,229.27,503.42,495.51
40.78,0.56,52.83,hot,-3.88,38.81,0.75,no,normal,AWD,1518.29,273.53,195.51,993.16,570.43
50.76,10.85,55.65,mild,2.46,82.58,0.12,yes,sport,FWD,1818.03,266.79,208.97,747.43,518.66
53.45,5.86,47.56,mild,0.84,71.89,0.43,yes,sport,FWD,1805.66,170.62,175.23,348.79,502.07
75.99,0.69,46.03,mild,3.57,103.87,0.47,no,sport,RWD,667.13,199.45,121.39,635.39,571.54
94.53,6.87,55.88,cold,0.34,94.81,0.98,no,eco,FWD,179.7,181.79,241.42,226.39,695.15
68.33,6.07,50.74,hot,-4.89,75.05,0.47,yes,normal,RWD,686.18,152.55,177.62,465.79,574.44
91.41,3.93,64.47,mild,-3.6,87.13,0.78,no,normal,AWD,934.27,187.27,133.37,193.87,633.57
52.2,4.65,43.86,mild,-1.04,44.58,0.39,yes,eco,RWD,350.22,226.84,91.25,348.79,523.37
46.8,2.29,55.94,mild,-1.7,115.3,0.79,no,normal,AWD,1007.91,160.0,58.4,679.58,482.99
32.34,11.38,50.7,mild,-1.85,95.38,0.44,yes,sport,RWD,988.08,262.62,57.21,153.46,411.23
82.92,5.06,62.86,hot,1.77,117.08,0.14,yes,eco,FWD,1786.47,186.44,225.08,229.28,606.99
32.58,4.72,52.02,mild,2.95,26.15,0.68,no,normal,RWD,605.01,251.04,226.01,143.83,554.11
28.87,9.32,62.6,hot,-3.35,27.79,0.78,yes,sport,RWD,1154.47,169.5,95.62,674.26,429.13
48.02,14.92,42.79,mild,-2.06,116.38,0.4,yes,sport,AWD,1325.74,152.53,194.33,515.48,401.23
33.99,6.92,57.51,hot,2.97,103.43,0.37,yes,normal,FWD,1465.24,172.61,212.59,699.68,521.56
39.04,8.75,63.8,mild,0.05,87.55,0.4,yes,normal,AWD,1214.23,274.87,166.93,633.23,534.61
64.55,9.57,51.82,mild,3.06,101.46,0.43,no,normal,AWD,1582.11,164.5,89.46,118.8,492.28
18.77,1.04,52.21,mild,-1.45,95.61,0.41,yes,sport,AWD,1256.98,287.78,236.59,757.14,511.32
15.99,9.71,55.62,mild,0.33,43.24,0.52,no,sport,AWD,493.65,177.82,51.26,381.79,453.98
14.63,4.25,50.17,mild,3.61,38.64,0.49,yes,eco,FWD,1710.72,164.12,78.32,607.38,463.09
73.45,4.93,56.91,hot,-3.36,29.8,0.77,no,eco,FWD,1255.37,151.3,72.34,401.39,544.46
66.57,12.93,64.92,mild,-3.98,81.87,0.14,no,normal,RWD,898.06,152.75,119.16,466.97,587.15
57.25,7.01,57.45,mild,-2.48,118.8,0.59,yes,normal,FWD,526.75,264.55,175.68,637.67,525.11
35.48,9.76,57.94,mild,-4.74,40.33,0.21,no,normal,AWD,693.74,275.96,242.65,479.19,600.6
84.38,13.69,61.7,hot,-1.34,57.91,0.45,no,sport,FWD,1664.5,275.57,180.51,695.68,594.9
54.06,11.0,48.68,hot,2.62,58.38,0.81,yes,eco,RWD,454.43,235.33,65.18,881.16,487.7
63.89,2.36,40.47,hot,2.06,92.52,0.61,no,eco,RWD,1058.49,259.42,62.67,610.31,542.81
52.64,2.12,53.08,cold,-3.25,34.27,0.09,yes,sport,FWD,269.83,190.59,81.67,454.71,522.35
83.63,14.82,42.91,hot,-2.24,47.0,0.44,yes,sport,FWD,1376.73,176.95,219.85,351.07,527.46
12.06,12.9,50.67,cold,2.42,87.1,0.62,yes,normal,RWD,1686.72,277.41,160.32,173.31,408.76
56.69,1.32,64.08,cold,-0.68,74.12,0.37,yes,normal,AWD,1335.37,177.18,224.07,121.92,626.35
10.12,5.14,62.91,cold,-1.35,103.92,0.46,no,eco,RWD,625.88,281.31,175.89,884.92,548.92
49.72,2.97,64.07,mild,2.44,112.99,0.2,yes,eco,AWD,1627.66,265.66,147.0,232.13,534.09
89.97,9.17,62.91,cold,1.41,115.24,0.22,yes,normal,AWD,1368.75,212.43,241.99,605.93,586.85
57.97,14.77,51.07,mild,2.49,80.35,0.72,yes,normal,RWD,569.26,163.44,150.84,372.37,495.97
11.73,5.4,53.95,hot,0.11,29.55,0.39,yes,eco,AWD,1509.56,201.5,148.66,548.25,506.6
27.48,0.28,62.51,mild,-1.1,34.27,0.75,no,eco,RWD,939.72,261.1,231.24,836.34,635.68
77.85,2.03,47.92,cold,-3.33,106.94,0.28,yes,eco,FWD,1117.58,200.1,177.94,537.69,568.06
75.23,1.03,63.23,mild,4.94,46.33,0.99,no,sport,FWD,404.64,250.9,71.38,478.64,568.61
42.7,5.89,55.08,mild,1.97,86.24,0.21,no,sport,AWD,579.55,225.44,212.47,323.69,570.68
50.07,10.72,59.05,cold,-2.32,71.47,0.7,no,sport,RWD,1572.84,262.71,117.7,772.86,514.73
87.0,13.75,59.17,mild,-1.81,24.05,0.5,yes,sport,RWD,179.67,190.21,70.82,748.51,492.12
51.05,5.34,56.23,hot,-4.01,91.73,0.28,no,sport,FWD,1728.36,155.45,74.21,294.21,512.15
19.59,14.67,62.71,mild,1.55,35.74,0.48,yes,sport,FWD,699.37,166.74,230.07,862.4,485.54
46.02,12.47,57.81,hot,2.3,72.04,0.49,yes,eco,FWD,1453.03,155.02,219.38,577.75,561.83
99.82,12.69,44.82,cold,-2.12,73.9,0.18,yes,eco,AWD,881.08,241.91,107.75,770.32,552.45
85.03,13.5,54.21,cold,3.9,102.57,0.17,no,sport,RWD,1168.51,295.9,67.78,981.76,501.9
50.19,9.19,58.99,hot,-3.45,107.62,0.53,yes,normal,RWD,1281.13,216.84,148.56,813.51,461.14
68.96,1.74,56.69,cold,-1.49,110.23,0.87,yes,sport,FWD,557.26,269.37,108.93,537.2,501.37
83.67,12.8,51.72,cold,-4.25,32.2,0.52,yes,eco,AWD,1945.71,272.98,222.34,786.76,573.76
36.86,2.14,45.05,cold,4.73,42.1,0.04,no,eco,AWD,971.97,215.86,107.75,635.02,552.64
63.24,14.9,53.05,cold,1.44,73.27,0.31,yes,eco,FWD,1192.15,177.37,189.44,234.22,570.37
68.0,11.59,58.0,mild,-4.03,61.72,0.96,yes,sport,FWD,1603.77,163.19,172.93,485.62,485.12
21.8,1.65,51.95,cold,1.51,56.28,0.51,no,normal,FWD,441.89,291.52,195.05,560.88,580.99
88.44,6.24,62.29,mild,0.26,117.55,0.25,no,eco,FWD,569.6,246.47,64.88,956.98,598.01
95.54,11.26,50.95,mild,-2.41,68.76,0.32,no,eco,AWD,180.77,200.23,234.41,937.66,692.66
11.17,3.1,62.66,mild,1.29,98.75,0.73,no,normal,AWD,1411.09,163.67,108.47,382.97,453.28
14.92,9.7,62.72,hot,0.38,49.21,0.66,yes,normal,FWD,1921.73,282.84,126.58,883.74,448.78
20.51,6.02,48.38,hot,4.51,37.95,0.08,no,normal,AWD,1942.52,286.68,66.37,790.62,447.21
82.02,5.84,59.98,mild,1.31,91.39,0.17,no,normal,AWD,474.06,183.95,209.21,532.97,668.98
39.17,10.34,48.3,cold,-4.05,102.92,0.75,no,normal,AWD,1879.1,168.69,241.62,330.09,494.72
42.34,12.45,54.55,hot,0.36,27.08,0.74,no,sport,RWD,1658.63,231.04,220.04,736.53,532.77
89.35,6.74,57.9,cold,-0.5,89.65,0.46,no,eco,AWD,232.39,264.96,96.5,898.6,612.08
26.36,3.39,42.76,hot,-3.65,58.13,0.13,yes,sport,RWD,1598.98,188.22,147.49,230.7,489.46
23.62,4.78,47.96,hot,3.73,93.45,0.78,no,normal,FWD,973.49,207.29,170.59,566.27,505.04
79.19,11.65,59.99,hot,-3.94,96.51,0.12,no,normal,FWD,1701.02,170.96,131.47,899.92,562.13
90.85,13.73,41.22,mild,3.44,92.43,0.26,yes,sport,RWD,862.46,221.48,237.21,844.93,545.12
12.58,0.29,41.74,cold,2.66,89.4,0.55,no,normal,AWD,1778.8,175.22,86.26,343.12,424.2
85.58,6.27,45.68,hot,0.91,46.82,0.88,no,normal,AWD,618.07,270.4,205.38,444.35,617.01
53.17,10.94,64.93,mild,0.2,58.45,0.96,no,normal,RWD,565.58,202.9,238.45,149.02,603.0
68.18,14.38,54.04,mild,-4.59,27.34,0.08,no,normal,FWD,1138.78,269.17,241.67,990.49,595.95
74.44,9.23,50.14,cold,0.28,37.77,0.72,yes,sport,RWD,985.89,196.81,99.53,796.95,487.81
68.87,1.67,63.09,mild,1.43,24.17,0.43,yes,normal,FWD,450.25,152.25,161.09,132.01,634.46
30.65,13.27,44.25,hot,4.36,102.23,0.01,yes,normal,FWD,1773.12,250.3,118.76,240.63,417.65
98.98,7.63,43.5,mild,2.48,106.52,0.15,yes,sport,RWD,761.6,165.69,158.35,330.72,559.36
36.77,1.0,42.46,cold,-3.17,45.42,0.15,yes,normal,RWD,946.26,274.54,212.85,715.8,551.7
76.36,2.65,44.21,hot,-1.28,28.89,0.99,no,eco,AWD,1289.09,160.2,119.5,295.06,557.61
14.92,6.91,48.42,hot,-4.73,105.61,0.75,no,normal,RWD,967.51,262.84,196.84,266.73,446.53
87.44,5.57,61.82,cold,-0.53,74.89,0.26,yes,eco,AWD,277.1,226.14,67.71,132.84,616.07
66.41,10.97,56.34,mild,-0.54,100.72,0.79,yes,eco,RWD,1132.54,294.02,88.48,966.11,484.08
54.73,9.63,63.87,hot,-0.59,112.77,0.77,yes,sport,FWD,1036.45,273.68,203.41,519.01,500.91
19.06,7.55,43.73,hot,2.59,65.3,0.23,yes,sport,FWD,1821.5,180.54,242.64,288.45,504.84
88.51,14.43,48.36,hot,-0.62,111.93,0.81,no,eco,RWD,1085.92,203.27,185.53,929.55,535.6
53.11,2.59,53.01,mild,-1.69,73.96,0.62,yes,sport,AWD,1625.19,175.04,226.58,573.98,543.5
24.11,9.58,47.04,hot,-1.7,23.83,0.07,no,sport,FWD,529.96,289.48,216.01,547.8,524.77
51.29,6.8,60.45,hot,-3.24,72.46,0.88,no,eco,RWD,861.88,180.67,75.89,417.37,537.82
77.17,13.79,62.88,cold,1.89,84.44,0.46,yes,normal,RWD,1701.8,287.88,104.04,798.1,540.88
70.19,2.44,62.43,mild,-4.07,77.91,0.75,yes,eco,FWD,1243.55,237.71,164.04,455.8,608.97
70.75,4.11,46.97,cold,2.58,49.34,0.21,yes,eco,RWD,950.96,264.65,161.36,242.68,615.89
22.93,14.46,58.62,hot,-2.38,96.08,0.45,yes,sport,AWD,605.11,271.72,86.12,102.47,403.22
16.87,4.66,57.32,mild,-4.69,117.32,0.06,no,eco,AWD,795.04,292.82,80.24,154.43,463.63
54.42,0.16,55.46,cold,2.91,87.32,0.13,no,normal,RWD,1796.95,229.82,144.3,257.15,581.18
83.16,3.6,54.11,hot,1.13,81.23,0.37,no,eco,FWD,938.79,188.73,152.89,890.61,671.14
40.36,2.56,46.95,cold,1.99,25.31,0.46,no,sport,FWD,201.23,268.18,124.7,338.05,534.74
31.43,4.94,59.03,hot,-1.27,48.57,0.96,no,eco,FWD,1557.92,276.41,95.84,264.03,530.64
64.07,10.65,54.55,mild,-3.08,49.0,0.51,yes,sport,AWD,545.02,235.67,156.25,293.11,508.55
91.75,0.27,45.79,cold,-2.14,31.11,0.22,yes,sport,AWD,257.35,174.96,220.77,990.09,640.51
80.41,5.93,43.02,mild,-3.47,119.6,0.52,no,sport,AWD,807.03,231.72,115.99,224.45,477.32
78.19,5.17,57.62,hot,-1.29,118.69,0.11,no,normal,RWD,1008.35,255.94,220.08,876.39,611.85
33.01,10.17,44.86,mild,1.98,83.21,0.31,yes,normal,FWD,812.74,216.93,104.75,340.01,478.81
68.34,2.47,47.97,mild,-1.49,102.16,0.18,no,normal,RWD,1494.49,223.89,130.21,487.97,570.49
70.02,8.69,53.05,cold,4.57,39.3,0.05,yes,eco,FWD,817.58,283.65,241.54,585.17,615.57
17.82,8.07,43.12,cold,0.33,118.71,0.97,yes,eco,RWD,1115.61,175.71,97.53,639.82,360.76
30.02,13.73,57.28,hot,-4.04,20.12,0.64,no,sport,RWD,1435.48,181.46,75.04,834.44,394.04
85.97,6.46,50.0,mild,4.08,73.76,0.27,yes,sport,AWD,345.16,244.77,190.24,763.27,592.96
32.26,14.29,51.4,mild,3.18,79.11,0.6,yes,sport,AWD,1245.06,265.71,50.96,745.7,358.02
49.81,12.99,48.71,cold,-4.4,85.83,0.45,no,sport,AWD,227.38,275.91,219.59,563.1,515.62
17.27,11.26,48.28,cold,1.89,118.43,0.39,no,sport,FWD,965.49,273.15,107.27,762.83,377.52
16.78,1.41,49.18,mild,-2.18,115.73,0.26,no,sport,AWD,1230.1,158.45,193.81,252.03,489.23
36.67,4.67,56.52,hot,3.88,77.47,0.93,no,sport,RWD,1983.79,177.95,203.16,675.86,502.49
35.66,4.89,58.8,mild,-2.17,42.38,0.78,no,eco,AWD,1808.29,246.21,184.59,275.2,554.43
91.27,8.88,63.33,mild,4.47,112.05,0.56,yes,normal,RWD,794.5,168.51,65.65,394.69,489.92
51.63,7.63,51.85,mild,-1.9,63.17,0.66,no,normal,FWD,1784.2,189.17,126.54,548.94,546.65
21.49,5.15,40.97,hot,-3.0,49.4,0.25,no,normal,FWD,1737.35,198.91,183.72,873.38,523.2
95.37,10.89,55.77,cold,-4.41,49.68,0.81,yes,eco,AWD,1691.03,250.53,158.68,244.54,570.75
64.32,0.51,59.52,cold,-3.06,47.76,0.72,no,sport,FWD,445.85,276.04,50.06,706.65,545.6
58.46,11.19,48.55,mild,-4.93,39.46,0.59,yes,normal,RWD,1786.76,187.2,99.15,995.94,439.51
43.18,5.12,55.83,hot,3.98,116.36,0.45,yes,sport,FWD,856.36,264.7,179.94,872.85,495.16
82.82,12.66,57.02,hot,3.88,61.38,0.77,no,sport,RWD,1935.21,155.38,149.52,784.41,515.95
44.03,7.22,41.3,hot,3.62,37.47,0.85,yes,sport,AWD,977.73,190.43,141.57,951.54,440.44
22.9,14.16,44.73,mild,2.65,103.69,0.91,yes,sport,FWD,1926.35,237.78,244.4,131.42,392.41
21.55,14.04,47.95,hot,-1.42,66.42,0.34,no,eco,FWD,314.41,298.46,110.93,617.03,514.07
81.7,12.58,50.47,cold,-1.1,21.96,0.66,no,sport,AWD,1791.04,230.39,152.61,637.02,502.82
66.23,11.88,56.16,mild,-3.84,22.45,0.44,yes,eco,AWD,1566.05,170.56,73.2,897.1,478.63
84.33,11.65,56.17,mild,-4.64,77.11,0.93,yes,eco,FWD,699.51,255.38,199.58,628.43,591.76
21.95,1.79,52.04,mild,0.51,62.87,1.0,no,sport,RWD,1894.65,216.41,195.84,481.25,511.15
83.5,1.19,42.33,hot,-4.56,87.05,0.35,yes,normal,FWD,163.39,280.71,208.05,151.77,614.04
15.13,7.27,46.11,cold,-4.75,75.06,0.77,no,sport,RWD,543.74,167.29,145.72,335.29,465.34
21.64,11.63,53.42,mild,0.03,85.95,0.49,yes,normal,FWD,1449.98,273.09,63.74,826.08,436.33
51.92,11.6,57.42,cold,-1.14,84.82,0.83,no,eco,FWD,275.11,176.63,209.33,104.99,586.46
74.48,0.71,56.36,mild,-1.54,45.61,0.09,yes,sport,RWD,679.44,194.12,117.3,881.43,592.32
13.18,9.16,40.07,hot,0.6,41.45,0.47,no,eco,FWD,1795.11,285.34,171.09,399.51,474.11
83.13,9.91,41.48,hot,4.3,74.97,0.25,no,eco,RWD,423.18,260.57,56.56,332.04,567.58
91.53,12.23,52.72,hot,-2.92,89.42,0.73,no,normal,AWD,497.12,239.63,112.38,529.2,544.28
37.1,3.05,54.57,cold,3.84,87.08,0.07,no,normal,FWD,1827.69,167.38,141.8,227.93,556.23
56.22,5.38,42.6,cold,4.69,101.52,0.64,yes,normal,FWD,847.32,214.66,75.18,744.56,456.98
45.25,10.03,58.23,hot,-4.02,96.44,0.4,no,normal,RWD,938.48,164.08,209.43,756.94,550.03
51.66,10.58,62.76,hot,2.54,116.88,0.75,yes,eco,FWD,1779.18,235.85,163.97,555.2,463.63
45.7,0.21,41.18,hot,4.25,34.71,0.42,no,sport,AWD,338.17,178.8,61.79,493.87,500.41
12.38,5.92,51.6,hot,-2.53,84.94,0.6,no,normal,FWD,1875.46,158.72,224.51,438.53,536.29
